firm,model,drive,frame_type,generation_number,year,restyling_number,mileage,transmission,engine_power,steering_wheel,fuel_type,volume,ownership_periods,price
Lexus,IS250,RR,SEDAN,3,2014,0,143000,AUTO,208,left,GASOLINE,2500.0,5.0,1579000
Volvo,XC90,4WD,SUV,1,2006,1,186000,AT,315,left,GASOLINE,4400.0,5.0,819196
Nissan,Micra,FF,HATCH,3,2008,2,107300,MANUAL,80,left,GASOLINE,1200.0,0.0,315000
Mini,Hatch,FF,HATCH_3DR,3,2014,0,106978,AT,136,left,GASOLINE,1500.0,2.0,980000
Nissan,X-Trail,4WD,SUV,2,2012,1,141700,AUTO,141,left,GASOLINE,2000.0,2.0,1022000
Hyundai,Santa Fe,4WD,SUV,2,2010,1,161300,AUTO,174,left,GASOLINE,2400.0,6.0,1023000
Volkswagen,Touareg,4WD,SUV,0,2010,0,216200,AUTO,240,left,DIESEL,3000.0,6.0,1106000
Jeep,Compass,4WD,SUV,1,2006,0,0,CVT,170,left,GASOLINE,2400.0,4.0,520000
Toyota,RAV4,4WD,SUV,4,2013,0,123000,CVT,146,left,GASOLINE,2000.0,2.0,1299000
BMW,3-Series,RR,SEDAN,5,2010,1,130000,AUTO,136,left,GASOLINE,2000.0,13.0,659000
Chevrolet,Aveo,FF,SEDAN,1,2010,1,185000,MT,101,left,GASOLINE,1400.0,3.0,319000
Mazda,Mazda3,FF,HATCH,4,2019,0,29372,AUTO,150,left,GASOLINE,2000.0,1.0,1830000
Hyundai,Creta,4WD,SUV,0,2018,0,56000,AUTO,150,left,GASOLINE,2000.0,2.0,1250000
Chevrolet,Lacetti,FF,SEDAN,1,2011,0,150000,MANUAL,109,left,GASOLINE,1600.0,3.0,350000
Kia,Cerato,FF,SEDAN,3,2015,0,51740,MANUAL,130,left,GASOLINE,1600.0,1.0,715000
Volkswagen,Jetta,FF,SEDAN,5,2009,0,252474,AUTO,102,left,GASOLINE,1595.0,1.0,424000
Toyota,Land Cruiser Prado,4WD,SUV,3,2004,0,247532,AUTO,249,left,GASOLINE,4000.0,4.0,1289000
Volkswagen,Polo,FF,SEDAN,5,2013,0,300089,MT,105,left,GASOLINE,1600.0,2.0,380000
Audi,A3,FF,HATCH,2,2008,0,198000,AUTO,102,left,GASOLINE,1595.0,4.0,429900
BMW,3-Series,RR,SEDAN,6,2012,0,139000,AUTO,184,left,GASOLINE,2000.0,4.0,1199500
Renault,Fluence,FF,SEDAN,0,2012,0,174000,AUTO,138,left,GASOLINE,1997.0,3.0,499500
Suzuki,SX4,FF,SEDAN,1,2010,0,240000,MANUAL,112,left,GASOLINE,1600.0,1.0,519500
Ford,Mondeo,FF,SEDAN,3,2002,0,211460,MANUAL,145,left,GASOLINE,2000.0,4.0,289000
Kia,Ceed,FF,HATCH,2,2013,0,130000,MANUAL,100,left,GASOLINE,1400.0,2.0,610000
Chery,Kimo A1,FF,HATCH,1,2012,0,75000,MT,83,left,GASOLINE,1300.0,2.0,199000
Fiat,Albea,FF,SEDAN,1,2008,1,167000,MANUAL,77,left,GASOLINE,1400.0,1.0,250000
Chevrolet,Lacetti,FF,SEDAN,1,2012,0,160000,MT,109,left,GASOLINE,1600.0,2.0,385000
Mercedes-Benz,C-Class,RR,SEDAN,1,1996,0,390000,MANUAL,122,left,GASOLINE,1800.0,0.0,115000
Toyota,Town Ace,,MINIVAN,-1,1999,-1,520000,MANUAL,94,right,DIESEL,2200.0,0.0,145000
Opel,Astra,FF,HATCH,3,2009,1,177000,MT,90,left,GASOLINE,1400.0,1.0,319000
Hyundai,ix55,4WD,SUV,1,2011,0,106000,AT,239,left,DIESEL,3000.0,3.0,1100000
Mitsubishi,Delica,4WD,MINIVAN,3,1990,0,230000,MT,85,right,DIESEL,2500.0,0.0,280000
Toyota,Land Cruiser,4WD,SUV,11,2008,0,108100,AUTO,235,left,DIESEL,4500.0,2.0,2800000
Kia,Rio,FF,SEDAN,3,2016,1,0,AUTO,123,left,GASOLINE,1600.0,1.0,787000
Opel,Astra,FF,SEDAN,3,2007,1,157000,AUTO,115,left,GASOLINE,1600.0,4.0,367000
Ford,Tourneo Custom,FF,MINIVAN,1,2013,0,199999,MANUAL,125,left,DIESEL,2200.0,1.0,1270000
Honda,Civic,FF,SEDAN,6,2000,0,240000,AUTO,105,right,GASOLINE,1500.0,0.0,150000
Volkswagen,Passat,FF,SEDAN,0,2015,0,76880,AUTO,150,left,GASOLINE,1400.0,1.0,1429000
Suzuki,SX4,FF,HATCH,0,2018,0,38418,AUTO,117,left,GASOLINE,1586.0,2.0,1189000
Mazda,CX-5,4WD,SUV,1,2012,0,134600,AUTO,150,left,GASOLINE,2000.0,4.0,1189000
Skoda,Octavia,FF,LIFTBACK,1,2010,1,116000,MT,75,left,GASOLINE,1400.0,1.0,439000
Kia,Rio,FF,SEDAN,3,2017,1,88000,MT,123,left,GASOLINE,1600.0,2.0,790000
Datsun,on-DO,FF,SEDAN,1,2019,0,15028,MANUAL,106,left,GASOLINE,1600.0,1.0,595000
Ford,Fiesta,FF,HATCH,6,2008,0,147000,MT,120,left,GASOLINE,1600.0,4.0,349000
Mazda,CX-9,4WD,SUV,2,2019,0,30000,AT,231,left,GASOLINE,2500.0,2.0,3400000
Toyota,Sprinter Marino,FF,SEDAN,1,1996,1,417050,AUTO,115,right,GASOLINE,1600.0,0.0,130000
Volkswagen,Polo,FF,SEDAN,5,2017,1,112772,AUTO,110,left,GASOLINE,1600.0,3.0,729000
Infiniti,QX80,4WD,SUV,1,2018,2,137000,AT,405,left,GASOLINE,5600.0,1.0,4250000
Mercedes-Benz,GLA-Class,4WD,SUV,1,2014,0,117000,SAT,211,left,GASOLINE,2000.0,5.0,1499000
Subaru,Forester,4WD,SUV,4,2016,0,126534,MANUAL,150,left,GASOLINE,2000.0,3.0,1464000
Chevrolet,Niva,4WD,SUV,1,2016,1,34231,MANUAL,80,left,GASOLINE,1700.0,2.0,515000
Geely,Emgrand EC7,FF,SEDAN,1,2012,0,103000,MANUAL,98,left,GASOLINE,1500.0,2.0,305000
Kia,Sorento,4WD,SUV,2,2017,1,60120,AT,175,left,GASOLINE,2400.0,2.0,1820000
Skoda,Yeti,FF,SUV,1,2012,0,206000,AUTO,105,left,GASOLINE,1200.0,3.0,561000
Suzuki,Grand Vitara,4WD,SUV,2,2007,0,200000,AT,140,left,GASOLINE,2000.0,6.0,660000
Mercedes-Benz,C-Class,FR,COUPE,4,2019,1,32000,AT,150,left,GASOLINE,1600.0,2.0,3290000
Mercedes-Benz,GLK-Class,4WD,SUV,1,2012,1,126000,AT,249,left,GASOLINE,3500.0,2.0,1450000
Skoda,Octavia,FF,LIFTBACK,3,2014,0,152000,MANUAL,105,left,GASOLINE,1200.0,2.0,555000
Honda,Accord,FF,SEDAN,5,1997,1,200000,AUTO,140,right,GASOLINE,1800.0,0.0,110000
BMW,X5,4WD,SUV,1,2004,1,260000,AT,225,left,GASOLINE,3000.0,8.0,700000
Hyundai,Accent,FF,SEDAN,2,2007,0,182000,MANUAL,102,left,GASOLINE,1500.0,3.0,200000
BMW,5-Series,4WD,SEDAN,7,2020,1,3900,AT,249,left,GASOLINE,2000.0,2.0,4800000
Kia,Sportage,4WD,SUV,3,2010,0,160000,MANUAL,150,left,GASOLINE,2000.0,5.0,950000
Toyota,Highlander,4WD,SUV,2,2012,1,114438,AUTO,273,left,GASOLINE,3500.0,2.0,1639000
Nissan,Primera,FF,SEDAN,2,2000,1,226000,AUTO,125,right,GASOLINE,1800.0,0.0,120000
Mazda,Mazda6,FF,WAGON,0,2008,0,160213,AUTO,147,left,GASOLINE,2000.0,4.0,659000
Volkswagen,Polo,FF,SEDAN,5,2011,0,155000,MT,105,left,GASOLINE,1600.0,8.0,350000
Ford,Focus,FF,HATCH,2,2010,1,180000,AT,145,left,GASOLINE,2000.0,5.0,510000
Skoda,Octavia,FF,LIFTBACK,2,2009,1,205000,SAT,122,left,GASOLINE,1400.0,3.0,490000
Hyundai,Terracan,4WD,SUV,1,2002,0,310000,MT,103,left,DIESEL,2500.0,5.0,430000
Mitsubishi,ASX,FF,SUV,1,2013,1,130000,MT,117,left,GASOLINE,1600.0,4.0,850000
Chevrolet,Evanda,FF,SEDAN,1,2004,0,254000,AUTO,131,left,GASOLINE,2000.0,7.0,255000
Nissan,Skyline,FR,COUPE,9,1995,0,120000,MT,190,right,GASOLINE,2500.0,0.0,1200000
Toyota,Avensis,FF,SEDAN,3,2011,0,137000,MANUAL,147,left,GASOLINE,1800.0,4.0,785000
Renault,Logan,FF,SEDAN,1,2006,0,245000,MANUAL,75,left,GASOLINE,1400.0,8.0,191900
Toyota,Land Cruiser,4WD,SUV,10,1998,0,430000,AT,235,left,GASOLINE,4700.0,3.0,1040000
Lexus,LX570,4WD,SUV,3,2012,1,192000,AT,367,left,GASOLINE,5700.0,5.0,2950000
Toyota,RAV4,4WD,SUV,3,2008,0,33800,AUTO,152,left,GASOLINE,2000.0,2.0,1108000
Kia,Ceed,FF,HATCH,1,2010,1,187000,AT,122,left,GASOLINE,1600.0,1.0,610000
Skoda,Octavia,FF,LIFTBACK,3,2018,1,48000,SAT,150,left,GASOLINE,1400.0,1.0,1580000
Citroen,C5,FF,SEDAN,2,2011,0,145000,MANUAL,150,left,GASOLINE,1600.0,3.0,584900
Mitsubishi,Lancer,FF,SEDAN,10,2007,0,216000,MANUAL,109,left,GASOLINE,1500.0,10.0,414900
Volkswagen,Polo,FF,SEDAN,5,2014,0,138222,MANUAL,105,left,GASOLINE,1600.0,1.0,469000
Renault,Duster,FF,SUV,1,2017,1,82778,MANUAL,114,left,GASOLINE,1600.0,1.0,789000
Land Rover,Range Rover,4WD,SUV,3,2011,2,255000,AT,510,left,GASOLINE,5000.0,9.0,1740000
Audi,A3,FF,HATCH,2,2011,2,105000,SAT,125,left,GASOLINE,1400.0,3.0,800000
Land Rover,Range Rover Sport,4WD,SUV,1,2007,0,1000,AT,299,left,GASOLINE,4400.0,7.0,990000
Kia,Ceed,FF,HATCH,1,2010,1,121000,MANUAL,109,left,GASOLINE,1400.0,6.0,450000
Ford,Focus,FF,SEDAN,3,2016,1,98000,SAT,105,left,GASOLINE,1600.0,2.0,830000
BMW,X6,4WD,SUV,2,2016,0,127900,AT,249,left,DIESEL,3000.0,3.0,3399000
Chevrolet,Nexia,FF,SEDAN,1,2020,0,0,AT,106,left,GASOLINE,1500.0,0.0,891900
Hyundai,Creta,4WD,SUV,0,2020,0,8800,AUTO,149,left,GASOLINE,2000.0,2.0,1449000
Mercedes-Benz,GLS-Class,4WD,SUV,1,2016,0,70184,AT,333,left,GASOLINE,3000.0,1.0,3899000
Kia,Sportage,4WD,SUV,0,2016,0,56000,MANUAL,150,left,GASOLINE,2000.0,3.0,1406900
Mitsubishi,Lancer,FF,SEDAN,9,2004,1,190000,MT,98,left,GASOLINE,1600.0,6.0,305000
Mitsubishi,Outlander,FF,SUV,3,2015,2,153000,AUTO,146,left,GASOLINE,2000.0,4.0,1200000
BMW,5-Series,RR,SEDAN,6,2013,0,210000,AUTO,184,left,GASOLINE,2000.0,4.0,1290000
Volkswagen,Polo,FF,SEDAN,5,2016,1,90000,AT,110,left,GASOLINE,1600.0,1.0,800000
Hyundai,Getz,FF,HATCH,1,2010,1,117000,MANUAL,66,left,GASOLINE,1100.0,2.0,339000
Suzuki,Grand Vitara,4WD,SUV,2,2007,0,118000,AUTO,140,left,GASOLINE,2000.0,4.0,665000
Honda,Civic,FF,SEDAN,5,1994,0,340000,MANUAL,90,left,GASOLINE,1500.0,2.0,97000
Mitsubishi,Lancer,FF,SEDAN,9,2005,1,255000,MT,82,left,GASOLINE,1300.0,10.0,190000
Volkswagen,Polo,FF,SEDAN,5,2016,1,454437,MANUAL,90,left,GASOLINE,1600.0,1.0,389000
Jaguar,XF,FR,SEDAN,2,2016,0,107000,AT,180,left,DIESEL,2000.0,5.0,1965000
Volkswagen,Tiguan,4WD,SUV,2,2018,0,123000,SAT,220,left,GASOLINE,2000.0,0.0,2250000
Kia,Cerato,,SEDAN,3,2015,0,162000,,0,left,,0.0,4.0,699999
Renault,Sandero Stepway,FF,HATCH,2,2021,1,0,CVT,113,left,GASOLINE,1600.0,0.0,1232744
Renault,Sandero Stepway,FF,HATCH,2,2021,1,0,MT,82,left,GASOLINE,1600.0,0.0,925000
Renault,Sandero Stepway,FF,HATCH,2,2021,1,0,MT,82,left,GASOLINE,1600.0,0.0,1210000
Renault,Sandero Stepway,FF,HATCH,2,2021,1,0,MT,82,left,GASOLINE,1600.0,0.0,960000
Renault,Logan,FF,SEDAN,2,2021,1,0,MT,82,left,GASOLINE,1600.0,0.0,1054739
Renault,Logan,FF,SEDAN,2,2021,1,0,MT,82,left,GASOLINE,1600.0,0.0,858000
Renault,Sandero Stepway,FF,HATCH,2,2021,1,0,MT,82,left,GASOLINE,1600.0,0.0,960000
Renault,Logan Stepway,FF,SEDAN,1,2021,0,0,CVT,113,left,GASOLINE,1600.0,0.0,1211304
Renault,Sandero Stepway,FF,HATCH,2,2021,1,0,MT,82,left,GASOLINE,1600.0,0.0,935000
Renault,Logan Stepway,FF,SEDAN,1,2021,0,0,CVT,113,left,GASOLINE,1600.0,0.0,1283920
Renault,Logan,FF,SEDAN,2,2021,1,0,MT,82,left,GASOLINE,1600.0,0.0,974525
Renault,Logan,FF,SEDAN,2,2021,1,0,MT,82,left,GASOLINE,1600.0,0.0,1007803
Renault,Sandero Stepway,FF,HATCH,2,2021,1,0,CVT,113,left,GASOLINE,1600.0,0.0,1281000
Renault,Sandero Stepway,FF,HATCH,2,2021,1,0,MT,82,left,GASOLINE,1600.0,0.0,1214480
Renault,Sandero,FF,HATCH,2,2021,1,0,MT,82,left,GASOLINE,1600.0,0.0,887000
Renault,Logan,FF,SEDAN,2,2021,1,0,MT,82,left,GASOLINE,1600.0,0.0,1058940
Renault,Logan Stepway,FF,SEDAN,1,2021,0,0,CVT,113,left,GASOLINE,1600.0,0.0,1285220
Renault,Logan,FF,SEDAN,2,2021,1,0,MT,82,left,GASOLINE,1600.0,0.0,1063120
Renault,Logan Stepway,FF,SEDAN,1,2021,0,0,CVT,113,left,GASOLINE,1600.0,0.0,1185600
Renault,Logan Stepway,FF,SEDAN,1,2021,0,0,MT,113,left,GASOLINE,1600.0,0.0,1001000
Renault,Logan Stepway,FF,SEDAN,1,2021,0,0,CVT,113,left,GASOLINE,1600.0,0.0,1269200
Renault,Logan Stepway,FF,SEDAN,1,2021,0,0,MT,82,left,GASOLINE,1600.0,0.0,1091430
Renault,Sandero Stepway,FF,HATCH,2,2021,1,0,CVT,113,left,GASOLINE,1600.0,0.0,1333560
Mazda,CX-7,FF,SUV,1,2011,1,215000,AT,163,left,GASOLINE,2500.0,2.0,860000
Mercedes-Benz,GLE Coupe,4WD,SUV,1,2016,0,21000,AT,367,left,GASOLINE,3000.0,0.0,4700000
Mitsubishi,Pajero Sport,4WD,SUV,2,2015,1,105000,AT,178,left,DIESEL,2500.0,4.0,1800000
Volkswagen,Touareg,4WD,SUV,3,2018,0,69000,AT,249,left,GASOLINE,2000.0,1.0,4000000
Mazda,CX-5,4WD,SUV,0,2017,0,65626,AUTO,150,left,GASOLINE,2000.0,1.0,1985000
Hyundai,Sonata,FF,SEDAN,4,2010,1,263000,MT,137,left,GASOLINE,2000.0,3.0,395000
Kia,Rio,FF,HATCH,3,2014,0,116000,AT,123,left,GASOLINE,1600.0,2.0,695000
Hyundai,Santa Fe,4WD,SUV,2,2011,1,202924,AUTO,174,left,GASOLINE,2400.0,2.0,879000
Citroen,C4,FF,HATCH_3DR,1,2007,0,163000,AT,110,left,GASOLINE,1600.0,9.0,299000
Toyota,Corolla,FF,SEDAN,10,2007,0,196000,MT,124,left,GASOLINE,1600.0,2.0,578000
Mazda,CX-5,4WD,SUV,1,2016,1,95000,AUTO,150,left,GASOLINE,2000.0,2.0,1715000
Hyundai,Grand Starex,RR,MINIVAN,-1,2009,-1,170000,MANUAL,145,left,DIESEL,2500.0,1.0,649000
Volkswagen,Scirocco,FF,HATCH_3DR,3,2012,0,75000,AUTO,160,left,GASOLINE,1400.0,4.0,1049000
BMW,3-Series,FR,COUPE,5,2008,0,120000,AT,156,left,GASOLINE,2000.0,4.0,950000
Mercedes-Benz,A-Class,FF,HATCH,3,2014,0,105700,SAT,122,left,GASOLINE,1600.0,3.0,1039000
Nissan,Pathfinder,4WD,SUV,3,2012,1,270000,MT,190,left,DIESEL,2500.0,2.0,1100000
Toyota,Camry,FF,SEDAN,7,2008,0,215000,AT,277,left,GASOLINE,3500.0,9.0,749990
Mercedes-Benz,GLC,4WD,SUV,1,2017,0,141200,AUTO,204,left,DIESEL,2100.0,2.0,2449000
Nissan,Teana,FF,SEDAN,2,2012,1,164422,CVT,182,left,GASOLINE,2500.0,3.0,835000
Skoda,Rapid,FF,LIFTBACK,2,2020,0,5000,MT,90,left,GASOLINE,1600.0,1.0,1150000
Toyota,Land Cruiser Prado,4WD,SUV,3,2004,0,295325,AUTO,249,left,GASOLINE,4000.0,3.0,1224000
Ford,Focus,FF,HATCH,3,2011,0,180000,MANUAL,105,left,GASOLINE,1600.0,6.0,460000
Mercedes-Benz,GLE Coupe,4WD,SUV,1,2018,0,78450,AT,249,left,DIESEL,3000.0,1.0,4650000
BMW,5-Series,FR,SEDAN,6,2012,0,121291,AT,245,left,GASOLINE,2000.0,1.0,1389000
Lexus,LX570,4WD,SUV,3,2017,2,1000,AUTO,367,left,GASOLINE,5700.0,1.0,8200000
Toyota,Verso,FF,MINIVAN,1,2013,1,138000,MT,132,left,GASOLINE,1600.0,1.0,719900
Nissan,Sentra,FF,SEDAN,7,2015,0,215000,AUTO,117,left,GASOLINE,1600.0,2.0,749500
Volkswagen,Golf,FF,HATCH_3DR,4,2000,0,230000,MT,75,left,GASOLINE,1400.0,6.0,170000
Hyundai,Sonata,FF,SEDAN,4,2005,1,350000,AT,131,left,GASOLINE,2000.0,8.0,195000
Ford,EcoSport,FF,SUV,2,2016,0,85000,MT,122,left,GASOLINE,1600.0,3.0,800000
Renault,Kaptur,FF,SUV,1,2016,0,58000,CVT,114,left,GASOLINE,1600.0,7.0,890000
Renault,Logan Stepway,FF,SEDAN,1,2021,0,0,MT,82,left,GASOLINE,1600.0,0.0,1150713
Renault,Logan Stepway,FF,SEDAN,1,2021,0,0,AT,102,left,GASOLINE,1600.0,0.0,1110567
Ford,Mondeo,FF,SEDAN,4,2011,1,159000,AUTO,200,left,GASOLINE,2000.0,7.0,649500
Toyota,RAV4,4WD,SUV,5,2020,0,24000,CVT,149,left,GASOLINE,2000.0,1.0,2530000
Chevrolet,Captiva,4WD,SUV,1,2011,0,109000,MT,136,left,GASOLINE,2400.0,1.0,812000
Audi,A3,FF,HATCH,0,2012,0,173000,AUTO,105,left,GASOLINE,1200.0,3.0,608000
Kia,Sportage,4WD,SUV,4,2019,0,22100,AUTO,150,left,GASOLINE,2000.0,1.0,1947000
Chevrolet,Niva,4WD,SUV,1,2010,1,140000,MANUAL,80,left,GASOLINE,1700.0,5.0,322000
Cadillac,Escalade,4WD,SUV,3,2008,0,122000,AT,409,left,GASOLINE,6200.0,5.0,1700000
Porsche,Panamera,4WD,LIFTBACK,1,2010,0,66739,SAT,300,left,GASOLINE,3600.0,2.0,2429000
Volkswagen,Jetta,FF,SEDAN,6,2012,0,152000,MANUAL,105,left,GASOLINE,1600.0,1.0,689000
Mercedes-Benz,Vito,RR,MINIVAN,2,2003,0,99999,AUTO,109,left,DIESEL,2100.0,7.0,550000
Skoda,Fabia,FF,HATCH,2,2013,1,190000,MT,70,left,GASOLINE,1200.0,1.0,380000
Nissan,Primera,FF,SEDAN,3,2005,0,269469,MT,109,left,GASOLINE,1600.0,7.0,250000
Kia,Rio,FF,SEDAN,3,2016,1,79170,MT,123,left,GASOLINE,1600.0,1.0,775000
Ford,Focus,FF,WAGON,3,2012,0,230000,SAT,125,left,GASOLINE,1600.0,2.0,620000
Mercedes-Benz,E-Class,RR,SEDAN,4,2014,1,59500,AUTO,184,left,GASOLINE,2000.0,5.0,1950000
Chevrolet,Lanos,FF,SEDAN,1,2008,0,129000,MT,86,left,GASOLINE,1500.0,6.0,90000
Honda,Stepwgn,FF,MINIVAN,3,2009,1,230000,AT,155,right,GASOLINE,2000.0,0.0,885000
Ford,Expedition,4WD,SUV,2,2004,0,193000,AUTO,304,left,GASOLINE,5400.0,7.0,750000
Peugeot,308,FF,HATCH,1,2012,1,115000,AUTO,120,left,GASOLINE,1600.0,4.0,415000
Ford,Mondeo,FF,SEDAN,4,2010,0,250000,MANUAL,145,left,GASOLINE,2000.0,4.0,490000
Daewoo,Nexia,FF,SEDAN,1,1998,0,300000,MANUAL,75,left,GASOLINE,1500.0,2.0,43000
Kia,Sportage,FF,SUV,3,2012,0,151000,AUTO,150,left,GASOLINE,2000.0,3.0,700000
Toyota,Land Cruiser Prado,4WD,SUV,4,2017,1,165000,AT,177,left,DIESEL,2800.0,1.0,3150000
Kia,Sportage,4WD,SUV,4,2017,0,118626,AUTO,150,left,GASOLINE,2000.0,1.0,1519000
Nissan,X-Trail,4WD,SUV,1,2005,1,255000,AUTO,150,right,GASOLINE,2000.0,0.0,520000
Volkswagen,Polo,FF,SEDAN,5,2016,1,73606,AUTO,110,left,GASOLINE,1600.0,1.0,789990
Toyota,Camry,FF,SEDAN,9,2018,0,60450,AT,249,left,GASOLINE,3500.0,2.0,2420000
Mercedes-Benz,A-Class,FF,HATCH,1,2000,0,351000,MANUAL,102,left,GASOLINE,1600.0,2.0,219900
Renault,Laguna,FF,LIFTBACK,2,2006,1,97000,MANUAL,115,left,GASOLINE,1600.0,1.0,410000
Kia,Cerato,FF,SEDAN,1,2007,0,295000,MANUAL,143,left,GASOLINE,2000.0,4.0,330000
Opel,Astra,FF,HATCH,3,2007,1,297000,MT,115,left,GASOLINE,1600.0,3.0,265000
Nissan,Qashqai,FF,SUV,2,2020,1,4500,MANUAL,144,left,GASOLINE,2000.0,1.0,1710000
Citroen,C5,FF,SEDAN,2,2010,0,140000,AT,150,left,GASOLINE,1600.0,5.0,349000
Volkswagen,Golf,FF,HATCH,0,2013,0,111000,MANUAL,122,left,GASOLINE,1400.0,2.0,669000
Nissan,Qashqai,4WD,SUV,2,2014,0,148889,AUTO,144,left,GASOLINE,2000.0,1.0,1219000
Mazda,CX-5,4WD,SUV,1,2013,0,138170,AUTO,175,left,DIESEL,2200.0,4.0,1399000
Nissan,Skyline,FR,SEDAN,11,2001,0,225000,AT,260,right,GASOLINE,3000.0,0.0,250000
Chevrolet,Niva,4WD,SUV,1,2014,1,54000,MANUAL,80,left,GASOLINE,1700.0,2.0,430000
Kia,Rio,FF,HATCH,2,2011,1,172000,AUTO,95,left,GASOLINE,1400.0,1.0,460000
Kia,Picanto,FF,HATCH,1,2008,1,142536,MT,62,left,GASOLINE,1000.0,5.0,265000
Honda,Civic,FF,SEDAN,8,2008,0,251000,MANUAL,140,left,GASOLINE,1800.0,1.0,535000
Mitsubishi,Outlander,4WD,SUV,3,2021,3,0,CVT,146,left,GASOLINE,2000.0,0.0,2429234
Hyundai,Santa Fe,4WD,SUV,1,2001,0,263739,MT,145,left,GASOLINE,2400.0,3.0,350000
Hyundai,Sonata,FF,SEDAN,7,2018,1,58861,AT,150,left,GASOLINE,2000.0,1.0,1590000
BMW,3-Series,RR,SEDAN,6,2015,0,189578,AUTO,184,left,GASOLINE,2000.0,4.0,1239000
BMW,5-Series,4WD,SEDAN,7,2019,0,42902,AUTO,190,left,DIESEL,2000.0,1.0,3079000
Mercedes-Benz,A-Class,FF,SEDAN,4,2019,0,30136,AUTO,150,left,GASOLINE,1300.0,2.0,2169000
Geely,Atlas,4WD,SUV,1,2021,0,0,AT,148,left,GASOLINE,2400.0,0.0,1801990
Geely,Atlas,FF,SUV,1,2021,0,0,AT,148,left,GASOLINE,2400.0,0.0,1711990
Geely,Coolray SX11,FF,SUV,1,2021,0,0,SAT,150,left,GASOLINE,1500.0,0.0,1681990
Geely,Atlas,FF,SUV,1,2021,0,0,AT,148,left,GASOLINE,2400.0,0.0,1726990
Geely,Coolray SX11,FF,SUV,1,2021,0,0,SAT,150,left,GASOLINE,1500.0,0.0,1681990
Geely,Tugella FY11,4WD,SUV,1,2021,0,0,AT,238,left,GASOLINE,2000.0,0.0,2799990
Geely,Tugella FY11,4WD,SUV,1,2021,0,0,AT,238,left,GASOLINE,2000.0,0.0,2799990
Geely,Atlas,4WD,SUV,1,2021,0,0,AT,148,left,GASOLINE,2400.0,0.0,1801990
Geely,Coolray SX11,FF,SUV,1,2021,0,0,SAT,150,left,GASOLINE,1500.0,0.0,1681990
Geely,Coolray SX11,FF,SUV,1,2021,0,0,SAT,150,left,GASOLINE,1500.0,0.0,1536990
Geely,Atlas,FF,SUV,1,2021,0,0,AT,148,left,GASOLINE,2400.0,0.0,1726990
Geely,Atlas,FF,SUV,1,2021,0,0,AT,148,left,GASOLINE,2400.0,0.0,1726990
Geely,Atlas,FF,SUV,1,2021,0,0,AT,148,left,GASOLINE,2400.0,0.0,1726990
Geely,Atlas,4WD,SUV,1,2021,0,0,AT,148,left,GASOLINE,2400.0,0.0,1801990
Geely,Coolray SX11,FF,SUV,1,2021,0,0,SAT,150,left,GASOLINE,1500.0,0.0,1536990
Geely,Coolray SX11,FF,SUV,1,2021,0,0,SAT,150,left,GASOLINE,1500.0,0.0,1681990
Mazda,Mazda3,FF,SEDAN,3,2014,0,147199,AT,120,left,GASOLINE,1500.0,2.0,985000
Volvo,XC60,4WD,SUV,1,2011,0,121000,AT,205,left,DIESEL,2400.0,2.0,1350000
Renault,Logan,FF,SEDAN,1,2013,1,118000,MT,75,left,GASOLINE,1400.0,3.0,397000
Citroen,DS4,FF,HATCH,1,2014,0,226000,AUTO,150,left,GASOLINE,1600.0,2.0,659900
Opel,Astra,FF,HATCH,3,2008,1,234000,MT,105,left,GASOLINE,1600.0,7.0,210000
Nissan,Almera,FF,SEDAN,2,2006,1,300000,MT,98,left,GASOLINE,1500.0,2.0,280000
Mazda,Mazda3,FF,SEDAN,2,2012,1,215000,AT,105,left,GASOLINE,1600.0,3.0,700000
Chevrolet,Lanos,FF,SEDAN,1,2008,0,108000,MANUAL,86,left,GASOLINE,1500.0,6.0,185000
Renault,Logan,FF,SEDAN,1,2007,0,145000,MT,75,left,GASOLINE,1400.0,3.0,145000
Toyota,Urban Cruiser,4WD,HATCH,0,2009,0,112000,MANUAL,90,left,DIESEL,1364.0,5.0,554900
Volvo,850,FF,SEDAN,0,1995,0,288000,MANUAL,126,left,GASOLINE,1984.0,4.0,264900
Nissan,X-Trail,4WD,SUV,2,2007,0,183000,AUTO,141,left,GASOLINE,2000.0,4.0,734900
Volkswagen,Caddy,FF,MINIVAN,3,2009,0,248235,MANUAL,102,left,GASOLINE,1600.0,6.0,374000
Kia,Rio,FF,SEDAN,3,2012,0,87563,MT,107,left,GASOLINE,1400.0,1.0,524000
Lexus,GX470,4WD,SUV,1,2003,0,232646,AT,235,left,GASOLINE,4700.0,7.0,1370000
BMW,3-Series,FR,SEDAN,3,1992,0,350000,MT,150,left,GASOLINE,2000.0,8.0,399999
Mitsubishi,Lancer,FF,SEDAN,10,2013,1,135154,MANUAL,117,left,GASOLINE,1600.0,4.0,489000
Renault,Kaptur,FF,SUV,1,2021,1,0,CVT,114,left,GASOLINE,1600.0,0.0,1456000
Toyota,Land Cruiser,4WD,SUV,11,2012,1,230000,AT,232,left,DIESEL,4500.0,2.0,2600000
BMW,X6,4WD,SUV,2,2015,0,105000,AT,249,left,DIESEL,3000.0,3.0,3000000
Kia,Sportage,4WD,SUV,4,2019,0,22078,AUTO,150,left,GASOLINE,2000.0,1.0,1964000
